Cameras as of 2025-05-05,,,,,,,,,,,
Server Name,Device Name,IP Address,Model,MAC Address,switch/port,Firmware Version,Serial Number,Bitrate,Resolution,Quality,Image Rate
Byng Campus West NVR (202),"Sports Complex Ext NW, view 1 (202.51)",10.10.202.51,24C-H4A-3MH-270,00:18:85:36:40:59,,4.36.0.26(fe36bbcb),1.02105E+11,8208,3840x2160,6,12
Byng Campus West NVR (202),"Sports Complex Ext NW, view 2 (202.51)",10.10.202.51,24C-H4A-3MH-270,00:18:85:36:40:59,,4.36.0.26(fe36bbcb),1.02105E+11,6232,3840x2160,6,12
Byng Campus West NVR (202),"Sports Complex Ext NW, view 3 (202.51)",10.10.202.51,24C-H4A-3MH-270,00:18:85:36:40:59,,4.36.0.26(fe36bbcb),1.02105E+11,5408,3840x2160,6,12
Byng Campus West NVR (202),Sports Complex Ext SW (202.52) (3 views),10.10.202.52,24C-H4A-3MH-270,00:18:85:36:38:BB,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng Campus West NVR (202),"Sports Complex Ext SW, view 1 (202.52)",10.10.202.52,24C-H4A-3MH-270,00:18:85:36:38:BB,,4.36.0.26(fe36bbcb),1.02105E+11,4488,3840x2160,6,12
Byng Campus West NVR (202),"Sports Complex Ext SW, view 2 (202.52)",10.10.202.52,24C-H4A-3MH-270,00:18:85:36:38:BB,,4.36.0.26(fe36bbcb),1.02105E+11,7400,3840x2160,6,12
Byng Campus West NVR (202),"Sports Complex Ext SW, view 3 (202.52)",10.10.202.52,24C-H4A-3MH-270,00:18:85:36:38:BB,,4.36.0.26(fe36bbcb),1.02105E+11,3792,3840x2160,6,12
Byng Campus West NVR (202),Sport Complex Concession (202.53),10.10.202.53,6.0C-H5A-DO1-IR,00:18:85:36:9C:C9,,4.86.0.20(7a7d6563),1.12105E+11,7248,3200x1800,6,15
Byng Campus West NVR (202),LPR on Maintenance,10.10.202.60,5.0C-H5SL-BO1-IR,00:18:85:37:BF:A5,,4.10.0.106(32500),1.12107E+11,,,,
Byng Campus West NVR (202),Horticulture Ext SE (202.70) (3 views),10.10.202.70,24C-H4A-3MH-270,00:18:85:36:40:42,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng Campus West NVR (202),"Horticulture Ext SE, view 1 (202.70)",10.10.202.70,24C-H4A-3MH-270,00:18:85:36:40:42,,4.36.0.26(fe36bbcb),1.02105E+11,6408,3840x2160,6,12
Byng Campus West NVR (202),"Horticulture Ext SE, view 2 (202.70)",10.10.202.70,24C-H4A-3MH-270,00:18:85:36:40:42,,4.36.0.26(fe36bbcb),1.02105E+11,5680,3840x2160,6,12
Byng Campus West NVR (202),"Horticulture Ext SE, view 3 (202.70)",10.10.202.70,24C-H4A-3MH-270,00:18:85:36:40:42,,4.36.0.26(fe36bbcb),1.02105E+11,3632,3840x2160,6,12
Byng Campus West NVR (202),Horticulture Ext SW (202.71) (3 views),10.10.202.71,24C-H4A-3MH-270,00:18:85:36:3E:95,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng Campus West NVR (202),"Horticulture Ext SW, view 1 (202.71)",10.10.202.71,24C-H4A-3MH-270,00:18:85:36:3E:95,,4.36.0.26(fe36bbcb),1.02105E+11,4992,3840x2160,6,12
Byng Campus West NVR (202),"Horticulture Ext SW, view 2 (202.71)",10.10.202.71,24C-H4A-3MH-270,00:18:85:36:3E:95,,4.36.0.26(fe36bbcb),1.02105E+11,6504,3840x2160,6,12
Byng Campus West NVR (202),"Horticulture Ext SW, view 3 (202.71)",10.10.202.71,24C-H4A-3MH-270,00:18:85:36:3E:95,,4.36.0.26(fe36bbcb),1.02105E+11,9208,3840x2160,6,12
Byng Campus West NVR (202),Horticulture Classroom (202.72),10.10.202.72,3.0C-H4M-D1-IR,00:18:85:32:99:66,,4.14.0.116(34384),1.1201E+11,1160,2048x1536,6,10
Byng Campus West NVR (202),LPR on Horticulture,10.10.202.73,5.0C-H5SL-BO2-IR,00:18:85:35:5C:44,,4.10.0.106(32500),1.12103E+11,3400,2592x1944,6,20
Byng High School NVR (203),Library Interior SE (203.101),10.10.203.101,8.0C-H5A-DO1-IR,00:18:85:39:E6:F9,,4.86.0.20(7a7d6563),1.1211E+11,5888,3840x2160,6,10
Byng High School NVR (203),Auditiorium Hall 2 (203.20),10.10.203.20,4.0C-H5A-D1-IR,00:18:85:34:E1:B2,,4.86.0.20(7a7d6563),1.12102E+11,656,2560x1440,6,10
Byng High School NVR (203),HS Intercom Student Center West (203.200),10.10.203.200,3.0C-H4VI-RO1-IR,00:18:85:58:5C:FA,,4.14.0.118(34666),1.02409E+11,1736,2048x1536,6,10
Byng High School NVR (203),HS Intercom North Parking Lot (203.201),10.10.203.201,3.0C-H4VI-RO1-IR,00:18:85:58:89:42,,4.14.0.118(34666),1.02409E+11,2512,2048x1536,6,10
Byng High School NVR (203),HS Intercom Student Center South (203.202),10.10.203.202,3.0C-H4VI-RO1-IR,00:18:85:58:5D:09,,4.14.0.118(34666),1.02409E+11,2808,2048x1536,6,10
Byng High School NVR (203),Auditorium Entry Intercom (203.203),10.10.203.203,3.0C-H4VI-RO1-IR,00:18:85:58:89:6C,,4.14.0.118(34666),1.02409E+11,2296,2048x1536,6,10
Byng High School NVR (203),Auditorium Seating Center (203.21) (3 views),10.10.203.21,24C-H4A-3MH-180,00:18:85:36:53:01,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),"Auditorium Seating Center, view 3 (203.21)",10.10.203.21,24C-H4A-3MH-180,00:18:85:36:53:01,,4.36.0.26(fe36bbcb),1.02105E+11,11952,3840x2160,6,12
Byng High School NVR (203),"Auditorium Seating Center, view 1 (203.21)",10.10.203.21,24C-H4A-3MH-180,00:18:85:36:53:01,,4.36.0.26(fe36bbcb),1.02105E+11,11944,3840x2160,6,12
Byng High School NVR (203),"Auditorium Seating Center, view 2 (203.21)",10.10.203.21,24C-H4A-3MH-180,00:18:85:36:53:01,,4.36.0.26(fe36bbcb),1.02105E+11,10976,3840x2160,6,12
Byng High School NVR (203),Auditorium N Lobby 1 (203.22),10.10.203.22,4.0C-H5A-D1-IR,00:18:85:35:91:07,,4.86.0.20(7a7d6563),1.12103E+11,1400,2560x1440,6,10
Byng High School NVR (203),Auditorium N Lobby 2 (203.23),10.10.203.23,4.0C-H5A-D1-IR,00:18:85:35:91:4A,,4.86.0.20(7a7d6563),1.12103E+11,624,2560x1440,6,10
Byng High School NVR (203),Auditorium Hall 1 (203.24),10.10.203.24,4.0C-H5A-D1-IR,00:18:85:35:71:B4,,4.86.0.20(7a7d6563),1.12103E+11,704,2560x1440,6,10
Byng High School NVR (203),Auditorium Seating Entry S (203.25),10.10.203.25,4.0C-H5A-D1-IR,00:18:85:35:93:24,,4.86.0.20(7a7d6563),1.12103E+11,2136,2560x1440,6,10
Byng High School NVR (203),Auditorium Seating Entry N (203.26),10.10.203.26,4.0C-H5A-D1-IR,00:18:85:35:71:0D,,4.86.0.20(7a7d6563),1.12103E+11,3024,2560x1440,6,10
Byng High School NVR (203),Auditorium S Lobby 1 (203.27),10.10.203.27,4.0C-H5A-D1-IR,00:18:85:35:92:88,,4.86.0.20(7a7d6563),1.12103E+11,1576,2560x1440,6,10
Byng High School NVR (203),Auditorium S Lobby 2 (203.28),10.10.203.28,4.0C-H5A-D1-IR,00:18:85:35:92:16,,4.86.0.20(7a7d6563),1.12103E+11,2192,2560x1440,6,10
Byng High School NVR (203),Auditorium Seating S (203.29) (3 views),10.10.203.29,24C-H4A-3MH-270,00:18:85:36:38:D9,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),"Auditorium Seating S, view 2 (203.29)",10.10.203.29,24C-H4A-3MH-270,00:18:85:36:38:D9,,4.36.0.26(fe36bbcb),1.02105E+11,9784,3840x2160,6,12
Byng High School NVR (203),"Auditorium Seating S, view 1 (203.29)",10.10.203.29,24C-H4A-3MH-270,00:18:85:36:38:D9,,4.36.0.26(fe36bbcb),1.02105E+11,4952,3840x2160,6,12
Byng High School NVR (203),"Auditorium Seating S, view 3 (203.29)",10.10.203.29,24C-H4A-3MH-270,00:18:85:36:38:D9,,4.36.0.26(fe36bbcb),1.02105E+11,11944,3840x2160,6,12
Byng High School NVR (203),Auditorium Seating N (203.30) (3 views),10.10.203.30,24C-H4A-3MH-270,00:18:85:36:3D:2C,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),"Auditorium Seating N, view 1 (203.30)",10.10.203.30,24C-H4A-3MH-270,00:18:85:36:3D:2C,,4.36.0.26(fe36bbcb),1.02105E+11,11952,3840x2160,6,12
Byng High School NVR (203),"Auditorium Seating N, view 2 (203.30)",10.10.203.30,24C-H4A-3MH-270,00:18:85:36:3D:2C,,4.36.0.26(fe36bbcb),1.02105E+11,11928,3840x2160,6,12
Byng High School NVR (203),"Auditorium Seating N, view 3 (203.30)",10.10.203.30,24C-H4A-3MH-270,00:18:85:36:3D:2C,,4.36.0.26(fe36bbcb),1.02105E+11,11944,3840x2160,6,12
Byng High School NVR (203),Auditorium Backstage Center (203.31),10.10.203.31,4.0C-H5A-D1-IR,00:18:85:34:64:87,,4.86.0.20(7a7d6563),1.12102E+11,3544,2560x1440,6,10
Byng High School NVR (203),Auditorium Backstage Right (203.32),10.10.203.32,4.0C-H5A-D1-IR,00:18:85:35:3A:3F,,4.86.0.20(7a7d6563),1.12103E+11,2416,2560x1440,6,10
Byng High School NVR (203),Auditorium Backstage Exit Exterior (203.33),10.10.203.33,6.0C-H5A-DO1-IR,00:18:85:36:9C:29,,4.86.0.20(7a7d6563),1.12105E+11,6384,3200x1800,6,15
Byng High School NVR (203),Auditorium Backstage Left (203.34),10.10.203.34,4.0C-H5A-D1-IR,00:18:85:35:71:85,,4.86.0.20(7a7d6563),1.12103E+11,2136,2560x1440,6,10
Byng High School NVR (203),Auditorium Main Entry Exterior (203.35),10.10.203.35,6.0C-H5A-DO1-IR,00:18:85:36:9C:76,,4.86.0.20(7a7d6563),1.12105E+11,7208,3200x1800,6,15
Byng High School NVR (203),HS Student Center Aud Entry (203.36),10.10.203.36,4.0C-H5A-D1-IR,00:18:85:35:92:58,,4.86.0.20(7a7d6563),1.12103E+11,1048,2560x1440,6,10
Byng High School NVR (203),HS Exterior E (203.37) (3 views),10.10.203.37,24C-H4A-3MH-270,00:18:85:36:40:3A,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Exterior E to E Parking Sidewalk (203.37),10.10.203.37,24C-H4A-3MH-270,00:18:85:36:40:3A,,4.36.0.26(fe36bbcb),1.02105E+11,4112,3840x2160,6,12
Byng High School NVR (203),HS Exterior E to NE Parking (203.37),10.10.203.37,24C-H4A-3MH-270,00:18:85:36:40:3A,,4.36.0.26(fe36bbcb),1.02105E+11,4904,3840x2160,6,12
Byng High School NVR (203),HS Exterior E to E Parking (203.37),10.10.203.37,24C-H4A-3MH-270,00:18:85:36:40:3A,,4.36.0.26(fe36bbcb),1.02105E+11,4816,3840x2160,6,12
Byng High School NVR (203),HS Exterior E (203.38) (3 views),10.10.203.38,24C-H4A-3MH-270,00:18:85:36:3D:1C,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Exterior E to Aud Rear Walkway (203.38),10.10.203.38,24C-H4A-3MH-270,00:18:85:36:3D:1C,,4.36.0.26(fe36bbcb),1.02105E+11,6920,3840x2160,6,12
Byng High School NVR (203),HS Exterior E to E Parking S (203.38),10.10.203.38,24C-H4A-3MH-270,00:18:85:36:3D:1C,,4.36.0.26(fe36bbcb),1.02105E+11,1208,3840x2160,6,12
Byng High School NVR (203),HS Exterior E to Jr Lot Stairs (203.38),10.10.203.38,24C-H4A-3MH-270,00:18:85:36:3D:1C,,4.36.0.26(fe36bbcb),1.02105E+11,4232,3840x2160,6,12
Byng High School NVR (203),HS Exterior W Entry (203.39),10.10.203.39,6.0C-H5A-DO1-IR,00:18:85:35:8C:B5,,4.86.0.20(7a7d6563),1.12103E+11,2160,3200x1800,6,15
Byng High School NVR (203),HS Hallway North (203.40) (4 views),10.10.203.40,20C-H4A-4MH-360,00:18:85:36:51:B6,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Hallway NE (203.40),10.10.203.40,20C-H4A-4MH-360,00:18:85:36:51:B6,,4.36.0.26(fe36bbcb),1.02105E+11,608,2592x1944,6,13
Byng High School NVR (203),HS Hallway Mid N (203.40),10.10.203.40,20C-H4A-4MH-360,00:18:85:36:51:B6,,4.36.0.26(fe36bbcb),1.02105E+11,1104,2592x1944,6,13
Byng High School NVR (203),HS Hallway NW (203.40),10.10.203.40,20C-H4A-4MH-360,00:18:85:36:51:B6,,4.36.0.26(fe36bbcb),1.02105E+11,728,2592x1944,6,13
Byng High School NVR (203),HS Hallway N (203.40),10.10.203.40,20C-H4A-4MH-360,00:18:85:36:51:B6,,4.36.0.26(fe36bbcb),1.02105E+11,1128,2592x1944,6,13
Byng High School NVR (203),HS Exterior N (203.41) (3 views),10.10.203.41,24C-H4A-3MH-180,00:18:85:36:58:F3,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Exterior N to NE Parking (203.41),10.10.203.41,24C-H4A-3MH-180,00:18:85:36:58:F3,,4.36.0.26(fe36bbcb),1.02105E+11,4720,3840x2160,6,12
Byng High School NVR (203),HS Exterior N to NW Parking (203.41),10.10.203.41,24C-H4A-3MH-180,00:18:85:36:58:F3,,4.36.0.26(fe36bbcb),1.02105E+11,5568,3840x2160,6,12
Byng High School NVR (203),HS Exterior N to N Parking Entry (203.41),10.10.203.41,24C-H4A-3MH-180,00:18:85:36:58:F3,,4.36.0.26(fe36bbcb),1.02105E+11,3400,3840x2160,6,12
Byng High School NVR (203),HS Exterior NE (203.42) (3 views),10.10.203.42,24C-H4A-3MH-270,00:18:85:36:3F:F3,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Exterior NE to N Parking (203.42),10.10.203.42,24C-H4A-3MH-270,00:18:85:36:3F:F3,,4.36.0.26(fe36bbcb),1.02105E+11,3560,3840x2160,6,12
Byng High School NVR (203),HS Exterior NE to E Parking (203.42),10.10.203.42,24C-H4A-3MH-270,00:18:85:36:3F:F3,,4.36.0.26(fe36bbcb),1.02105E+11,2264,3840x2160,6,12
Byng High School NVR (203),HS Exterior NE to NE Parking (203.42),10.10.203.42,24C-H4A-3MH-270,00:18:85:36:3F:F3,,4.36.0.26(fe36bbcb),1.02105E+11,4088,3840x2160,6,12
Byng High School NVR (203),HS Exterior NW (203.43) (3 views),10.10.203.43,24C-H4A-3MH-270,00:18:85:4F:4E:E5,,4.36.0.26(fe36bbcb),1.1231E+11,,,,
Byng High School NVR (203),HS Exterior NW to NW Parking (203.43),10.10.203.43,24C-H4A-3MH-270,00:18:85:4F:4E:E5,,4.36.0.26(fe36bbcb),1.1231E+11,3592,3840x2160,6,12
Byng High School NVR (203),HS Exterior NW to W Parking (203.43),10.10.203.43,24C-H4A-3MH-270,00:18:85:4F:4E:E5,,4.36.0.26(fe36bbcb),1.1231E+11,2048,3840x2160,6,12
Byng High School NVR (203),HS Exterior NW to N Parking (203.43),10.10.203.43,24C-H4A-3MH-270,00:18:85:4F:4E:E5,,4.36.0.26(fe36bbcb),1.1231E+11,3088,3840x2160,6,12
Byng High School NVR (203),HS Office (203.44) (4 views),10.10.203.44,20C-H4A-4MH-360,00:18:85:32:8A:40,,4.36.0.26(fe36bbcb),1.0201E+11,,,,
Byng High School NVR (203),HS Office S (203.44),10.10.203.44,20C-H4A-4MH-360,00:18:85:32:8A:40,,4.36.0.26(fe36bbcb),1.0201E+11,4992,2592x1944,6,13
Byng High School NVR (203),HS Office N (203.44),10.10.203.44,20C-H4A-4MH-360,00:18:85:32:8A:40,,4.36.0.26(fe36bbcb),1.0201E+11,2320,2592x1944,6,13
Byng High School NVR (203),HS Office W (203.44),10.10.203.44,20C-H4A-4MH-360,00:18:85:32:8A:40,,4.36.0.26(fe36bbcb),1.0201E+11,4992,2592x1944,6,13
Byng High School NVR (203),HS Office E (203.44),10.10.203.44,20C-H4A-4MH-360,00:18:85:32:8A:40,,4.36.0.26(fe36bbcb),1.0201E+11,2472,2592x1944,6,13
Byng High School NVR (203),HS Drama Room (203.45),10.10.203.45,4.0C-H5A-D1-IR,00:18:85:35:71:06,,4.86.0.20(7a7d6563),1.12103E+11,3992,2560x1440,6,10
Byng High School NVR (203),HS Exterior S (203.46) (3 views),10.10.203.46,24C-H4A-3MH-270,00:18:85:36:3A:25,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Exterior S to JH (203.46),10.10.203.46,24C-H4A-3MH-270,00:18:85:36:3A:25,,4.36.0.26(fe36bbcb),1.02105E+11,6720,3840x2160,6,12
Byng High School NVR (203),HS Exterior S to Aud Walkway (203.46),10.10.203.46,24C-H4A-3MH-270,00:18:85:36:3A:25,,4.36.0.26(fe36bbcb),1.02105E+11,4536,3840x2160,6,12
Byng High School NVR (203),HS Exterior S to Aud S (203.46),10.10.203.46,24C-H4A-3MH-270,00:18:85:36:3A:25,,4.36.0.26(fe36bbcb),1.02105E+11,6184,3840x2160,6,12
Byng High School NVR (203),HS Hallway South (203.47) (4 views),10.10.203.47,20C-H4A-4MH-360,00:18:85:32:8B:DE,,4.36.0.26(fe36bbcb),1.0201E+11,,,,
Byng High School NVR (203),HS Hallway Mid S (203.47),10.10.203.47,20C-H4A-4MH-360,00:18:85:32:8B:DE,,4.36.0.26(fe36bbcb),1.0201E+11,736,2592x1944,6,13
Byng High School NVR (203),HS Hallway S (203.47),10.10.203.47,20C-H4A-4MH-360,00:18:85:32:8B:DE,,4.36.0.26(fe36bbcb),1.0201E+11,952,2592x1944,6,13
Byng High School NVR (203),HS Hallway SW (203.47),10.10.203.47,20C-H4A-4MH-360,00:18:85:32:8B:DE,,4.36.0.26(fe36bbcb),1.0201E+11,944,2592x1944,6,13
Byng High School NVR (203),HS Hallway SE (203.47),10.10.203.47,20C-H4A-4MH-360,00:18:85:32:8B:DE,,4.36.0.26(fe36bbcb),1.0201E+11,944,2592x1944,6,13
Byng High School NVR (203),HS Exterior S Courtyard (203.48),10.10.203.48,6.0C-H5A-DO1-IR,00:18:85:36:9C:23,,4.86.0.20(7a7d6563),1.12105E+11,1824,3200x1800,6,15
Byng High School NVR (203),HS Exterior SE (203.49) (3 views),10.10.203.49,24C-H4A-3MH-270,00:18:85:36:3A:51,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Exterior SE to Library Sidewalk (203.49),10.10.203.49,24C-H4A-3MH-270,00:18:85:36:3A:51,,4.36.0.26(fe36bbcb),1.02105E+11,6376,3840x2160,6,12
Byng High School NVR (203),HS Exterior SE to Aud Rear Walkway (203.49),10.10.203.49,24C-H4A-3MH-270,00:18:85:36:3A:51,,4.36.0.26(fe36bbcb),1.02105E+11,6608,3840x2160,6,12
Byng High School NVR (203),HS Exterior SE to Library (203.49),10.10.203.49,24C-H4A-3MH-270,00:18:85:36:3A:51,,4.36.0.26(fe36bbcb),1.02105E+11,4776,3840x2160,6,12
Byng High School NVR (203),HS Student Center N (203.50) (3 views),10.10.203.50,15C-H4A-3MH-180,00:18:85:36:2B:87,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Student Center NW (203.50),10.10.203.50,15C-H4A-3MH-180,00:18:85:36:2B:87,,4.36.0.26(fe36bbcb),1.02105E+11,1808,2592x1944,6,15
Byng High School NVR (203),HS Student Center NE (203.50),10.10.203.50,15C-H4A-3MH-180,00:18:85:36:2B:87,,4.36.0.26(fe36bbcb),1.02105E+11,1728,2592x1944,6,15
Byng High School NVR (203),HS Student Center Middle (203.50),10.10.203.50,15C-H4A-3MH-180,00:18:85:36:2B:87,,4.36.0.26(fe36bbcb),1.02105E+11,1896,2592x1944,6,15
Byng High School NVR (203),HS Student Center SE (203.51),10.10.203.51,4.0C-H5A-D1-IR,00:18:85:33:1C:58,,4.86.0.20(7a7d6563),1.12011E+11,2928,2560x1440,6,10
Byng High School NVR (203),HS Student Center SW (203.52),10.10.203.52,4.0C-H5A-D1-IR,00:18:85:35:71:64,,4.86.0.20(7a7d6563),1.12103E+11,4400,2560x1440,6,10
Byng High School NVR (203),HS Exterior SW (203.53) (3 views),10.10.203.53,24C-H4A-3MH-270,00:18:85:36:40:55,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Exterior SW to Front Lawn (203.53),10.10.203.53,24C-H4A-3MH-270,00:18:85:36:40:55,,4.36.0.26(fe36bbcb),1.02105E+11,4976,3840x2160,6,12
Byng High School NVR (203),HS Exterior SW to W Parking Entry (203.53),10.10.203.53,24C-H4A-3MH-270,00:18:85:36:40:55,,4.36.0.26(fe36bbcb),1.02105E+11,1504,3840x2160,6,12
Byng High School NVR (203),HS Exterior SW to W Parking (203.53),10.10.203.53,24C-H4A-3MH-270,00:18:85:36:40:55,,4.36.0.26(fe36bbcb),1.02105E+11,1552,3840x2160,6,12
Byng High School NVR (203),HS Exterior W (203.54) (3 views),10.10.203.54,24C-H4A-3MH-180,00:18:85:36:57:3C,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),HS Exterior W to W Parking 1 (203.54),10.10.203.54,24C-H4A-3MH-180,00:18:85:36:57:3C,,4.36.0.26(fe36bbcb),1.02105E+11,4344,3840x2160,6,12
Byng High School NVR (203),HS Exterior W to W Parking 2 (203.54),10.10.203.54,24C-H4A-3MH-180,00:18:85:36:57:3C,,4.36.0.26(fe36bbcb),1.02105E+11,1880,3840x2160,6,12
Byng High School NVR (203),HS Exterior W to W Parking 3 (203.54),10.10.203.54,24C-H4A-3MH-180,00:18:85:36:57:3C,,4.36.0.26(fe36bbcb),1.02105E+11,4880,3840x2160,6,12
Byng High School NVR (203),Library Back Door (203.55),10.10.203.55,4.0C-H5A-D1-IR,00:18:85:35:71:96,,4.86.0.20(7a7d6563),1.12103E+11,3888,2560x1440,6,10
Byng High School NVR (203),Library Exterior E (203.56) (3 views),10.10.203.56,24C-H4A-3MH-270,00:18:85:36:3D:38,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),"Library Exterior E, view 1 (203.56)",10.10.203.56,24C-H4A-3MH-270,00:18:85:36:3D:38,,4.36.0.26(fe36bbcb),1.02105E+11,7240,3840x2160,6,12
Byng High School NVR (203),"Library Exterior E, view 2 (203.56)",10.10.203.56,24C-H4A-3MH-270,00:18:85:36:3D:38,,4.36.0.26(fe36bbcb),1.02105E+11,4272,3840x2160,6,12
Byng High School NVR (203),"Library Exterior E, view 3 (203.56)",10.10.203.56,24C-H4A-3MH-270,00:18:85:36:3D:38,,4.36.0.26(fe36bbcb),1.02105E+11,4488,3840x2160,6,12
Byng High School NVR (203),Library Interior NW (203.57),10.10.203.57,4.0C-H5A-D1-IR,00:18:85:35:92:CC,,4.86.0.20(7a7d6563),1.12103E+11,4544,2560x1440,6,10
Byng High School NVR (203),Library Exterior SE (203.59) (3 views),10.10.203.59,24C-H4A-3MH-270,00:18:85:36:3D:32,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng High School NVR (203),"Library Exterior SE, view 1 (203.59)",10.10.203.59,24C-H4A-3MH-270,00:18:85:36:3D:32,,4.36.0.26(fe36bbcb),1.02105E+11,8704,3840x2160,6,12
Byng High School NVR (203),"Library Exterior SE, view 2 (203.59)",10.10.203.59,24C-H4A-3MH-270,00:18:85:36:3D:32,,4.36.0.26(fe36bbcb),1.02105E+11,7888,3840x2160,6,12
Byng High School NVR (203),"Library Exterior SE, view 3 (203.59)",10.10.203.59,24C-H4A-3MH-270,00:18:85:36:3D:32,,4.36.0.26(fe36bbcb),1.02105E+11,2552,3840x2160,6,12
Byng High School NVR (203),Library Speech Room (203.60),10.10.203.60,3.0C-H4M-D1-IR,00:18:85:36:A9:8A,,4.14.0.116(34384),1.12105E+11,3176,2048x1536,6,10
Byng Junior High NVR (204),IT Tech Office (204.100),10.10.204.100,8.0C-H5A-DO1-IR,00:18:85:36:6E:1B,,4.78.0.18(db13a7ba),1.02105E+11,4784,3840x2160,6,10
Byng Junior High NVR (204),"JH 7th Restrooms, 2 views (204.20)",10.10.204.20,10.0C-H5DH-D1-IR,00:18:85:36:99:54,,4.86.0.20(7a7d6563),1.02105E+11,,,,
Byng Junior High NVR (204),JH 7th Girls Restroom (204.20),10.10.204.20,10.0C-H5DH-D1-IR,00:18:85:36:99:54,,4.86.0.20(7a7d6563),1.02105E+11,1304,2592x1944,6,8
Byng Junior High NVR (204),JH 7th Boys Restroom (204.20),10.10.204.20,10.0C-H5DH-D1-IR,00:18:85:36:99:54,,4.86.0.20(7a7d6563),1.02105E+11,728,2592x1944,6,8
Byng Junior High NVR (204),JH Intercom Front Entry (204.200),10.10.204.200,3.0C-H4VI-RO1-IR,00:18:85:58:89:76,,4.14.0.118(34666),1.02409E+11,2832,2048x1536,6,10
Byng Junior High NVR (204),JH Intercom North Door (204.201),10.10.204.201,3.0C-H4VI-RO1-IR,00:18:85:58:89:52,,4.14.0.118(34666),1.02409E+11,2544,2048x1536,6,10
Byng Junior High NVR (204),JH Intercom Gym Entry (204.202),10.10.204.202,3.0C-H4VI-RO1-IR,00:18:85:58:90:5F,,4.14.0.118(34666),1.02409E+11,2544,2048x1536,6,10
Byng Junior High NVR (204),JH Ext NE Pit to Cafe (204.21),10.10.204.21,8.0C-H5A-BO1-IR,00:18:85:36:08:EC,,4.86.0.20(7a7d6563),1.12104E+11,4960,3840x2160,6,10
Byng Junior High NVR (204),JH 8th Hall E (204.22),10.10.204.22,4.0C-H5A-D1-IR,00:18:85:35:91:7B,,4.86.0.20(7a7d6563),1.12103E+11,1112,2560x1440,6,10
Byng Junior High NVR (204),"JH 7th/8th Intersection, 4 views (204.23)",10.10.204.23,20C-H4A-4MH-360,00:18:85:36:4C:88,,4.36.0.26(fe36bbcb),1.02105E+11,,,,
Byng Junior High NVR (204),JH 7th/8th to Student Center (204.23),10.10.204.23,20C-H4A-4MH-360,00:18:85:36:4C:88,,4.36.0.26(fe36bbcb),1.02105E+11,952,2592x1944,6,13
Byng Junior High NVR (204),JH 8th Hall W (204.23),10.10.204.23,20C-H4A-4MH-360,00:18:85:36:4C:88,,4.36.0.26(fe36bbcb),1.02105E+11,1944,2592x1944,6,13
Byng Junior High NVR (204),JH 7th/8th to Gym (204.23),10.10.204.23,20C-H4A-4MH-360,00:18:85:36:4C:88,,4.36.0.26(fe36bbcb),1.02105E+11,1536,2592x1944,6,13
Byng Junior High NVR (204),JH 7th Hall E (204.23),10.10.204.23,20C-H4A-4MH-360,00:18:85:36:4C:88,,4.36.0.26(fe36bbcb),1.02105E+11,1592,2592x1944,6,13
Byng Junior High NVR (204),JH 7th Hall W (204.24),10.10.204.24,4.0C-H5A-D1-IR,00:18:85:35:70:F4,,4.86.0.20(7a7d6563),1.12103E+11,2112,2560x1440,6,10
Byng Junior High NVR (204),JH 9th FCCLA Hall (204.25),10.10.204.25,4.0C-H5A-D1-IR,00:18:85:35:70:CB,,4.86.0.20(7a7d6563),1.12103E+11,1600,2560x1440,6,10
Byng Junior High NVR (204),JH Gym Ext Rear Exit (204.26),10.10.204.26,8.0C-H5A-BO1-IR,00:18:85:33:ED:CF,,4.86.0.20(7a7d6563),1.12012E+11,4960,3840x2160,6,10
Byng Junior High NVR (204),JH Ext Courtyard E (204.27),10.10.204.27,6.0C-H5A-DO1-IR,00:18:85:35:8C:EF,,4.86.0.20(7a7d6563),1.12103E+11,576,3200x1800,6,15
